id,name,city,iata,icao,lat,lng
507,London Heathrow Airport,London,LHR,EGLL,51.471,-0.462
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,KATL,33.637,-84.428
3364,Beijing Capital International Airport,Beijing,PEK,ZBAA,40.08,116.585
1382,Charles de Gaulle International Airport,Paris,CDG,LFPG,49.013,2.55
3361,Sydney Kingsford Smith International Airport,Sydney,SYD,YSSY,-33.946,151.177
340,Frankfurt am Main International Airport,Frankfurt,FRA,EDDF,50.033,8.571
3077,Chek Lap Kok International Airport,Hong Kong,HKG,VHHH,22.309,113.915
2188,Dubai International Airport,Dubai,DXB,OMDB,25.253,55.364
2359,Tokyo Haneda International Airport,Tokyo,HND,RJTT,35.552,139.78
3339,Melbourne International Airport,Melbourne,MEL,YMML,-37.673,144.843
3406,Shanghai Pudong International Airport,Shanghai,PVG,ZSPD,31.143,121.805
3391,Shanghai Hongqiao International Airport,Shanghai,SHA,ZSSS,31.198,121.336
3797,John F Kennedy International Airport,New York,JFK,KJFK,40.64,-73.779
3494,Newark Liberty International Airport,New York,EWR,KEWR,40.693,-74.169
3697,La Guardia Airport,New York,LGA,KLGA,40.777,-73.873
3370,Guangzhou Baiyun International Airport,Guangzhou,CAN,ZGGG,23.392,113.299
3316,Singapore Changi Airport,Singapore,SIN,WSSS,1.35,103.994
3374,Shenzhen Bao'an International Airport,Shenzhen,SZX,ZGSZ,22.639,113.811
3393,Chongqing Jiangbei International Airport,Chongqing,CKG,ZUCK,29.719,106.642
3395,Chengdu Shuangliu International Airport,Chengdu,CTU,ZUUU,30.579,103.947
3484,Los Angeles International Airport,Los Angeles,LAX,KLAX,33.943,-118.408
3469,San Francisco International Airport,San Francisco,SFO,KSFO,37.619,-122.375
580,Amsterdam Airport Schiphol,Amsterdam,AMS,EHAM,52.309,4.764
346,Munich International Airport,Munich,MUC,EDDM,48.354,11.786
3379,Xi'an Xianyang International Airport,Xi'an,XIY,ZLXY,34.447,108.752
345,Düsseldorf International Airport,Duesseldorf,DUS,EDDL,51.29,6.767
2997,Chhatrapati Shivaji International Airport,Mumbai (Bombay),BOM,VABB,19.089,72.868
193,Lester B. Pearson International Airport,Toronto,YYZ,CYYZ,43.677,-79.631
1229,Adolfo Suárez Madrid–Barajas Airport,Madrid,MAD,LEMD,40.472,-3.563
2564,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,GRU,SBGR,-23.436,-46.473
2650,Comodoro Arturo Merino Benítez International Airport,Santiago,SCL,SCEL,-33.393,-70.786
3093,Indira Gandhi International Airport,Delhi,DEL,VIDP,28.566,77.103
3988,Ministro Pistarini International Airport,Buenos Aires,EZE,SAEZ,-34.822,-58.536
3351,Perth International Airport,Perth,PER,YPPH,-31.94,115.967
2442,Jorge Newbery Airpark,Buenos Aires,AEP,SABE,-34.559,-58.416
3930,Incheon International Airport,Seoul,ICN,RKSI,37.469,126.451
3876,Charlotte Douglas International Airport,Charlotte,CLT,KCLT,35.214,-80.943
2378,Gimpo International Airport,Seoul,GMP,RKSS,37.558,126.791
2560,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,GIG,SBGL,-22.81,-43.251
3714,Washington Dulles International Airport,Washington,IAD,KIAD,38.944,-77.456
1218,Barcelona International Airport,Barcelona,BCN,LEBL,41.297,2.078
3830,Chicago O'Hare International Airport,Chicago,ORD,KORD,41.979,-87.905
3752,Philadelphia International Airport,Philadelphia,PHL,KPHL,39.872,-75.241
3576,Miami International Airport,Miami,MIA,KMIA,25.793,-80.291
3747,Chicago Midway International Airport,Chicago,MDW,KMDW,41.786,-87.752
3462,Phoenix Sky Harbor International Airport,Phoenix,PHX,KPHX,33.434,-112.012
1701,Atatürk International Airport,Istanbul,IST,LTBA,40.977,28.815
1555,Leonardo da Vinci–Fiumicino Airport,Rome,FCO,LIRF,41.8,12.239
3877,McCarran International Airport,Las Vegas,LAS,KLAS,36.08,-115.152
2279,Narita International Airport,Tokyo,NRT,RJAA,35.765,140.386
502,London Gatwick Airport,London,LGW,EGKK,51.148,-0.19
3577,Seattle Tacoma International Airport,Seattle,SEA,KSEA,47.449,-122.309
2985,Sheremetyevo International Airport,Moscow,SVO,UUEE,55.973,37.415
4029,Domodedovo International Airport,Moscow,DME,UUDD,55.409,37.906
1824,Licenciado Benito Juarez International Airport,Mexico City,MEX,MMMX,19.436,-99.072
1590,Ben Gurion International Airport,Tel Aviv,TLV,LLBG,32.011,34.887
737,Stockholm-Arlanda Airport,Stockholm,ARN,ESSA,59.652,17.919
1678,Zürich Airport,Zurich,ZRH,LSZH,47.465,8.549
3520,Ronald Reagan Washington National Airport,Washington,DCA,KDCA,38.852,-77.038
156,Vancouver International Airport,Vancouver,YVR,CYVR,49.194,-123.184
3992,Kansai International Airport,Osaka,KIX,RJBB,34.427,135.244
2709,El Dorado International Airport,Bogota,BOG,SKBO,4.702,-74.147
2334,Osaka International Airport,Osaka,ITM,RJOO,34.785,135.438
3275,Soekarno-Hatta International Airport,Jakarta,CGK,WIII,-6.126,106.656
3720,Portland International Airport,Portland,PDX,KPDX,45.589,-122.598
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,KBWI,39.175,-76.668
3731,San Diego International Airport,San Diego,SAN,KSAN,32.734,-117.19
351,Berlin-Tegel International Airport,Berlin,TXL,EDDT,52.56,13.288
1386,Paris-Orly Airport,Paris,ORY,LFPO,48.723,2.379
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,YUL,CYUL,45.471,-73.741
2006,Auckland International Airport,Auckland,AKL,NZAA,-37.008,174.792
3376,Wuhan Tianhe International Airport,Wuhan,WUH,ZHHH,30.784,114.208
478,Manchester Airport,Manchester,MAN,EGCC,53.354,-2.275
599,Dublin Airport,Dublin,DUB,EIDW,53.421,-6.27
342,Hamburg Airport,Hamburg,HAM,EDDH,53.63,9.988
2618,Congonhas Airport,Sao Paulo,CGH,SBSP,-23.626,-46.656
3320,Brisbane International Airport,Brisbane,BNE,YBBN,-27.384,153.117
2276,Taiwan Taoyuan International Airport,Taipei,TPE,RCTP,25.078,121.233
3645,Detroit Metropolitan Wayne County Airport,Detroit,DTW,KDTW,42.212,-83.353
3386,Hangzhou Xiaoshan International Airport,Hangzhou,HGH,ZSHC,30.229,120.434
2397,Ninoy Aquino International Airport,Manila,MNL,RPLL,14.509,121.02
337,Berlin-Schönefeld International Airport,Berlin,SXF,EDDB,52.38,13.523
1524,Malpensa International Airport,Milan,MXP,LIMC,45.631,8.728
3885,Suvarnabhumi Airport,Bangkok,BKK,VTBS,13.681,100.747
3157,Don Mueang International Airport,Bangkok,DMK,VTBD,13.913,100.607
1561,Naples International Airport,Naples,NAP,LIRN,40.886,14.291
3382,Kunming Changshui International Airport,Kunming,KMG,ZPPP,25.102,102.929
644,Oslo Gardermoen Airport,Oslo,OSL,ENGM,60.194,11.1
469,Birmingham International Airport,Birmingham,BHX,EGBB,52.454,-1.748
2179,Abu Dhabi International Airport,Abu Dhabi,AUH,OMAA,24.433,54.651
679,Warsaw Chopin Airport,Warsaw,WAW,EPWA,52.166,20.967
11051,Hamad International Airport,Doha,DOH,OTHH,25.273,51.608
3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,KMSP,44.882,-93.222
2908,Almaty Airport,Almaty,ALA,UAAA,43.352,77.04
609,Copenhagen Kastrup Airport,Copenhagen,CPH,EKCH,55.618,12.656
3998,Palma De Mallorca Airport,Palma de Mallorca,PMI,LEPA,39.552,2.739
813,OR Tambo International Airport,Johannesburg,JNB,FAJS,-26.139,28.246
3304,Kuala Lumpur International Airport,Kuala Lumpur,KUL,WMKK,2.746,101.71
3408,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,SZB,WMSA,3.131,101.549
302,Brussels Airport,Brussels,BRU,EBBR,50.901,4.484
3199,Noi Bai International Airport,Hanoi,HAN,VVNB,21.221,105.807
3205,Tan Son Nhat International Airport,Ho Chi Minh City,SGN,VVTS,10.819,106.652
3368,Tianjin Binhai International Airport,Tianjin,TSN,ZBTJ,39.124,117.346
2789,Jorge Chávez International Airport,Lima,LIM,SPIM,-12.022,-77.114
535,Edinburgh Airport,Edinburgh,EDI,EGPH,55.95,-3.372
4317,Sabiha Gökçen International Airport,Istanbul,SAW,LTFJ,40.899,29.309
1852,Cancún International Airport,Cancun,CUN,MMUN,21.037,-86.877
2988,Vnukovo International Airport,Moscow,VKO,UUWW,55.591,37.262
